district,transaction_type,land_shift_area,urban_land_use,main_use,main_building_material,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_category,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
Datong District,Premises (land + building) + parking space,14.97,Quotient,Resident,Reinforced concrete construction,106.0,167.57,3,2,2,有,有,44600000.0,266157.4267470311,Ramp machinery,15.99,1700000,2019,11,1913.0,2,1,1
Wanhua District,Building,0.0,Others,Resident,Reinforced concrete construction,75.0,74.86,2,1,1,有,有,2200000.0,29388.191290408762,Not Applicable,0.0,0,2019,11,1944.0,0,1,0
Datong District,Premises (land + building),16.25,Address,Resident,Reinforced concrete construction,80.0,80.35000000000001,5,0,5,有,無,10900000.0,135656.50280024888,Not Applicable,0.0,0,2019,10,1939.0,5,1,0
Wanhua District,Land,61.33,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,27900000.0,454916.0280450025,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Zhongshan Area,Premises (land + building) + parking space,4.44,Quotient,Resident,Reinforced concrete construction,92.0,60.78,1,1,1,有,有,8600000.0,141493.91247120764,Ramp plane,0.0,0,2019,11,1927.0,1,1,1
Zhongshan Area,Premises (land + building),26.81,Other,Resident,Reinforced concrete construction,66.0,137.79,5,0,5,有,無,22300000.0,161840.48189273532,Not Applicable,0.0,0,2019,10,1953.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,18.51,Address,See other registration items,Reinforced concrete construction,75.0,98.44999999999999,3,2,1,有,有,18500000.0,187912.6460132047,Ramp plane,0.0,0,2019,11,1944.0,1,1,1
Zhongshan Area,Land,523.0,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,38000000.0,72657.74378585086,Not Applicable,0.0,0,2019,11,2019.0,2,0,0
Zhongshan Area,Premises (land + building) + parking space,33.23,Address,Resident,Reinforced concrete construction,83.0,147.76000000000002,3,2,2,有,有,30050000.0,203370.33026529505,Ramp plane,0.0,0,2019,11,1936.0,1,1,1
Zhongshan Area,Premises (land + building),10.46,Address,Resident,Reinforced concrete construction,96.0,58.879999999999995,1,1,1,有,無,11850000.0,201256.7934782609,Not Applicable,0.0,0,2019,11,1923.0,1,1,0
Neihu District,Premises (land + building) + parking space,33.44,Address,Resident,See license,87.0,226.17,4,2,2,有,有,38000000.0,168015.2097979396,Ramp plane,0.0,0,2019,10,1932.0,1,1,1
Neihu District,Premises (land + building),31.34,Address,Resident,Reinforced concrete construction,68.0,92.98,3,2,2,有,無,13000000.0,139815.0139815014,Not Applicable,0.0,0,2019,10,1951.0,2,1,0
Zhongshan Area,Premises (land + building),3.59,Quotient,Resident,Reinforced concrete construction,85.0,32.4,0,1,1,有,有,5300000.0,163580.24691358025,Not Applicable,0.0,0,2019,11,1934.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,54.45,Address,Resident,Reinforced concrete construction,89.0,191.61,3,2,2,有,有,27750000.0,144825.42664787848,Ramp plane,0.0,0,2019,10,1930.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,24.34,Quotient,Resident,Reinforced concrete construction,102.0,199.57999999999998,3,2,3,有,有,36600000.0,183385.1087283295,Other,10.54,1500000,2019,11,1917.0,1,1,1
Zhongshan Area,Premises (land + building),6.0,Quotient,Resident,Reinforced concrete construction,84.0,41.72,1,1,1,有,有,7500000.0,179769.8945349952,Not Applicable,0.0,0,2019,11,1935.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,38.48,Quotient,For commercial use,Reinforced concrete construction,96.0,172.91,3,1,1,有,有,38500000.0,222659.18686021632,Ramp plane,31.45,0,2019,10,1923.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,24.04,Address,Resident,Steel reinforced concrete construction,98.0,241.03000000000003,4,2,2,有,有,45880000.0,190349.74899390116,Ramp plane,33.02,0,2019,11,1921.0,2,1,1
Neihu District,Premises (land + building),31.66,Address,Resident,Reinforced concrete construction,69.0,95.2,3,2,2,有,無,12000000.0,126050.42016806723,Not Applicable,0.0,0,2019,10,1950.0,1,1,0
Zhongzheng District,Land,0.86,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1923029.0,2236080.2325581396,Not Applicable,0.0,0,2019,11,2019.0,2,0,0
Songshan District,Land,72.14,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,2926657.0,40569.12947047408,Not Applicable,0.0,0,2019,11,2019.0,3,0,0
Xinyi District,Premises (land + building),31.82,Address,See other registration items,Reinforced concrete construction,73.25,108.17,3,2,2,有,無,18800000.0,173800.49921419987,Not Applicable,0.0,0,2019,10,1945.75,1,1,0
Songshan District,Premises (land + building),42.15,Address,Resident,Reinforced concrete construction,65.0,209.69,0,0,0,無,有,52000000.0,247985.12089274643,Not Applicable,0.0,0,2019,08,1954.0,1,1,0
Songshan District,Premises (land + building),31.47,Address,For commercial use,Reinforced concrete construction,65.0,154.89,0,0,0,無,有,38000000.0,245335.3993156434,Not Applicable,0.0,0,2019,08,1954.0,1,2,0
Nangang District,Premises (land + building),25.24,Address,Resident,Reinforced concrete construction,0.0,93.88,2,1,1,有,有,6880000.0,73285.04473796336,Not Applicable,0.0,0,2019,09,2019.0,1,1,0
Xinyi District,Premises (land + building),24.75,Address,Resident,Reinforced concrete construction,62.0,64.12,2,2,1,有,無,15500000.0,241734.2482844666,Not Applicable,0.0,0,2019,10,1957.0,2,1,0
Xinyi District,Premises (land + building),36.5,Address,Resident,Reinforced concrete construction,62.325,86.27,3,2,1,有,無,15650000.0,181407.20992233686,Not Applicable,0.0,0,2019,10,1956.675,2,1,0
Songshan District,Premises (land + building),53.0,Quotient,Resident,Reinforced concrete construction,66.5,120.88,2,2,2,有,無,26420000.0,218563.86499007282,Not Applicable,0.0,0,2019,10,1952.5,1,1,0
Xinyi District,Premises (land + building),11.88,Address,Resident,Reinforced concrete construction,63.0,28.36,3,2,2,有,無,5000000.0,176304.6544428773,Not Applicable,0.0,0,2019,11,1956.0,1,1,0
Nangang District,Premises (land + building),14.5,Address,Resident,Reinforced concrete construction,86.0,55.53999999999999,2,1,1,有,有,10100000.0,181850.918257112,Not Applicable,0.0,0,2019,09,1933.0,1,1,0
Nangang District,Land,760.9,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,496300000.0,652253.9098436063,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Premises (land + building),29.37,Address,Resident,Reinforced concrete construction,68.0,81.44,3,1,1,有,無,5700000.0,69990.1768172888,Not Applicable,0.0,0,2019,10,1951.0,1,1,0
Beitou,Premises (land + building) + parking space,19.36,Address,Resident,Reinforced concrete construction,108.0,112.62,2,2,1,有,有,22200000.0,197123.06872669153,Lifting machinery,19.8,2300000,2019,11,1911.0,1,1,1
Beitou,Premises (land + building) + parking space,48.6,Address,Resident,Reinforced concrete construction,107.0,309.18,3,2,2,有,有,48950000.0,158322.0130668219,Ramp plane,82.1,5200000,2019,10,1912.0,1,1,2
shihlin,Land,236.52,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,12879000.0,54452.05479452055,Not Applicable,0.0,0,2019,11,2019.0,4,0,0
Beitou,Land,33.18,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,5821000.0,175437.01024713684,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Land,33.18,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,5821000.0,175437.01024713684,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Land,33.18,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,5821000.0,175437.01024713684,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Land,41.48,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,7277000.0,175433.94406943108,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Land,27.65,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,4851000.0,175443.03797468354,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Land,20.74,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,3638000.0,175409.8360655738,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Land,6.91,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1213000.0,175542.69175108537,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
shihlin,Premises (land + building),21.42,Address,Resident,Reinforced concrete construction,73.0,119.47999999999999,2,2,1,有,有,18380000.0,153833.2775359893,Not Applicable,0.0,0,2019,11,1946.0,1,1,0
shihlin,Land,8.04,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,251397.0,31268.283582089556,Not Applicable,0.0,0,2019,11,2019.0,2,0,0
shihlin,Premises (land + building),38.5,Address,Resident,Reinforced concrete construction,72.0,130.86,3,2,2,有,無,17500000.0,133730.7045697692,Not Applicable,0.0,0,2019,11,1947.0,1,1,0
shihlin,Land,173.09,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,8639400.0,49912.76214686001,Not Applicable,0.0,0,2019,11,2019.0,19,0,0
shihlin,Premises (land + building),14.3,Address,Resident,Reinforced concrete construction,71.13888888888889,35.53,1,1,1,有,無,3900000.0,109766.39459611595,Not Applicable,0.0,0,2019,10,1947.861111111111,1,1,0
shihlin,Premises (land + building) + parking space,21.98,Address,Resident,Steel reinforced concrete construction,108.0,284.24,3,2,2,有,無,66300000.0,233253.58851674641,Ramp plane,76.2,5900000,2016,09,1908.0,2,1,2
shihlin,Premises (land + building) + parking space,21.67,Address,Resident,Steel reinforced concrete construction,108.0,244.06,3,2,2,有,無,67420000.0,276243.5466688519,Ramp plane,38.1,3000000,2016,11,1908.0,2,1,1
shihlin,Premises (land + building) + parking space,21.67,Address,Resident,Steel reinforced concrete construction,108.0,245.37,3,2,2,有,無,69800000.0,284468.3539144965,Ramp plane,38.1,0,2017,03,1909.0,2,1,1
Beitou,Premises (land + building),39.7,Address,Resident,Reinforced concrete construction,84.0,145.25,2,2,2,有,有,20500000.0,141135.97246127366,Not Applicable,0.0,0,2019,10,1935.0,1,1,0
shihlin,Land,2.05,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,5017.0,2447.317073170732,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
shihlin,Land,352.65,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,18000000.0,51042.10974053595,Not Applicable,0.0,0,2019,11,2019.0,24,0,0
Beitou,Premises (land + building) + parking space,13.27,Other,Resident,Reinforced concrete construction,92.0,119.34,1,1,2,有,有,20680000.0,173286.40858052621,Ramp plane,35.51,3700000,2019,10,1927.0,1,1,1
Daan District,Premises (land + building),29.2,Address,Resident,Reinforced concrete construction,72.80952380952381,100.4,3,2,2,有,無,18450000.0,183764.94023904382,Not Applicable,0.0,0,2019,11,1946.1904761904761,1,1,0
Daan District,Premises (land + building),31.75,Address,See other registration items,Strengthen brickwork,58.92857142857143,91.2,2,2,1,有,無,13500000.0,148026.31578947368,Not Applicable,0.0,0,2019,10,1960.0714285714287,1,1,0
Daan District,Premises (land + building),24.2,Address,Resident,Reinforced concrete construction,75.0,124.67,3,2,2,有,有,28300000.0,226999.2780941686,Not Applicable,0.0,0,2019,10,1944.0,1,1,0
Daan District,Land,13.5,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,734198.0,54385.03703703704,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Daan District,Land,18.79,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,801322.0,42646.19478445982,Not Applicable,0.0,0,2019,11,2019.0,2,0,0
Zhongzheng District,Premises (land + building),54.75,Quotient,Resident,Reinforced concrete construction,0.0,131.34,2,1,1,有,無,53800000.0,409623.8769605604,Not Applicable,0.0,0,2019,10,2019.0,2,1,0
Zhongzheng District,Premises (land + building),3.6,Other,For commercial use,Reinforced concrete construction,91.0,39.19,1,1,1,有,有,10550000.0,269201.3268690993,Not Applicable,0.0,0,2019,09,1928.0,3,1,0
Datong District,Premises (land + building),25.0,Quotient,Resident,Reinforced concrete construction,64.0,77.49,2,4,2,有,無,15000000.0,193573.36430507165,Not Applicable,0.0,0,2019,10,1955.0,2,1,0
Neihu District,Premises (land + building),6.08,Quotient,For commercial use,Reinforced concrete construction,84.0,46.77,1,2,1,有,有,10200000.0,218088.5182809493,Not Applicable,0.0,0,2019,11,1935.0,1,1,0
Zhongshan Area,Premises (land + building),13.82,Quotient,For commercial use,Reinforced concrete construction,77.0,162.1,4,2,0,有,無,30680000.0,189265.88525601482,Not Applicable,0.0,0,2019,10,1942.0,6,2,0
Zhongshan Area,Premises (land + building),9.31,Quotient,Resident,Reinforced concrete construction,72.0,84.25999999999999,2,2,1,有,有,13380000.0,158794.2084025635,Not Applicable,0.0,0,2019,10,1947.0,1,1,0
Neihu District,Premises (land + building),23.14,Address,Resident,Reinforced concrete construction,73.0,82.78,6,3,2,有,無,10100000.0,122010.14737859386,Not Applicable,0.0,0,2019,11,1946.0,1,1,0
Daan District,Premises (land + building),23.69,Address,For commercial use,Reinforced concrete construction,77.0,132.12,6,0,6,有,有,28150000.0,213063.8813200121,Not Applicable,0.0,0,2019,10,1942.0,1,1,0
Songshan District,Premises (land + building),40.0,Other,Resident,Reinforced concrete construction,60.333333333333336,96.58,2,2,2,有,無,12000000.0,124249.32698281218,Not Applicable,0.0,0,2019,10,1958.6666666666667,1,1,0
Xinyi District,Premises (land + building),5.67,Address,Resident,Strengthen brickwork,56.0,6.7,2,1,1,有,無,3000000.0,447761.1940298507,Not Applicable,0.0,0,2019,11,1963.0,2,1,0
Nangang District,Premises (land + building) + parking space,39.45,Address,Resident,Reinforced concrete construction,101.0,254.32999999999998,0,1,3,有,有,41500000.0,163173.8292769237,Ramp plane,44.37,2500000,2019,11,1918.0,1,1,1
Xinyi District,Premises (land + building),23.2,Address,Resident,Reinforced concrete construction,70.0,129.79,3,2,2,有,無,24000000.0,184914.0919947608,Not Applicable,0.0,0,2019,10,1949.0,1,1,0
Nangang District,Premises (land + building) + parking space,23.23,Address,Resident,Reinforced concrete construction,98.0,135.29000000000002,2,2,1,有,有,19500000.0,144134.8214945672,Ramp plane,46.83,2500000,2019,10,1921.0,1,1,1
Songshan District,Premises (land + building),31.25,Address,Resident,Reinforced concrete construction,63.8235294117647,110.16,3,2,2,有,無,19800000.0,179738.56209150326,Not Applicable,0.0,0,2019,10,1955.1764705882354,1,1,0
Beitou,Premises (land + building),9.49,Address,Resident,Reinforced concrete construction,97.0,37.15,1,1,1,有,有,7880000.0,212113.05518169585,Not Applicable,0.0,0,2019,11,1922.0,1,1,0
shihlin,Premises (land + building),66.5,Address,Resident,Strengthen brickwork,60.0,60.72,2,2,1,有,無,10000000.0,164690.38208168643,Not Applicable,0.0,0,2018,12,1958.0,2,1,0
shihlin,Premises (land + building),22.39,Address,Resident,Reinforced concrete construction,66.0,121.28,3,2,2,有,有,15800000.0,130277.04485488127,Not Applicable,0.0,0,2019,09,1953.0,1,1,0
shihlin,Premises (land + building) + parking space,45.75,Address,Resident,Reinforced concrete construction,98.0,191.15,3,2,2,有,有,40000000.0,209259.743656814,Ramp plane,0.0,2500000,2019,10,1921.0,1,1,1
Beitou,Premises (land + building),22.38,Address,See other registration items,Reinforced concrete construction,108.0,94.63,2,1,1,有,有,14600000.0,154285.11043009616,Not Applicable,0.0,0,2019,11,1911.0,1,1,0
Beitou,Premises (land + building),3.23,Quotient,Resident,Steel reinforced concrete construction,96.0,36.38,1,1,1,有,有,7100000.0,195162.17702034084,Not Applicable,0.0,0,2019,10,1923.0,1,1,0
Beitou,Premises (land + building),39.25,Address,Resident,Reinforced concrete construction,64.0,120.62,3,2,2,有,無,11100000.0,92024.53987730062,Not Applicable,0.0,0,2019,10,1955.0,1,1,0
Nangang District,Premises (land + building),36.5,Address,Resident,Reinforced concrete construction,74.0,95.76,4,2,2,有,無,17380000.0,181495.4051796157,Not Applicable,0.0,0,2019,08,1945.0,1,1,0
Songshan District,Land,32.0,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1335040.0,41720.0,Not Applicable,0.0,0,2019,10,2019.0,2,0,0
Daan District,Premises (land + building) + parking space,23.4,Address,Resident,Reinforced concrete construction,78.0,248.07999999999998,4,2,2,有,有,68880000.0,277652.3702031603,Ramp machinery,19.82,2500000,2019,10,1941.0,2,1,1
Daan District,Premises (land + building),26.06,Address,Resident,Reinforced concrete construction,66.0,135.96,3,2,2,有,有,32000000.0,235363.34215945864,Not Applicable,0.0,0,2019,11,1953.0,1,1,0
Neihu District,Premises (land + building) + parking space,25.62,Address,Resident,Reinforced concrete construction,87.0,156.99,2,2,2,有,有,27000000.0,171985.47678196063,Ramp plane,0.0,2500000,2019,10,1932.0,1,1,1
Zhongshan Area,Premises (land + building),12.79,Quotient,For commercial use,Reinforced concrete construction,97.0,46.900000000000006,1,1,1,有,有,10400000.0,221748.40085287843,Not Applicable,0.0,0,2019,11,1922.0,1,1,0
Neihu District,Premises (land + building),27.8,Address,Resident,Reinforced concrete construction,69.0,99.67,3,2,2,有,無,15650000.0,157018.15992776162,Not Applicable,0.0,0,2019,09,1950.0,1,1,0
